ID,Win,NickName,Champion,item
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Vex,루덴의 동반자 망각의 구 추적자의 팔목 보호대 마법사의 신발 그림자불꽃 방출의 마법봉
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Akali,제어 와드 마법사의 신발 추적자의 팔목 보호대 그림자불꽃 리치베인 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Ekko,마법공학 로켓 벨트 마법사의 신발 존야의 모래시계 쓸데없이 큰 지팡이 리치베인 쓸데없이 큰 지팡이
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Akali,충전형 물약 마법사의 신발 존야의 모래시계 리치베인 라바돈의 죽음모자 암흑의 인장
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Vex,충전형 물약 마법사의 신발 추적자의 팔목 보호대 0 루덴의 동반자 도란의 반지
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Akali,충전형 물약 리치베인 마법공학 교류 발전기 마법사의 신발 암흑의 인장 쓸데없이 큰 지팡이
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Ahri,악의 지평선의 초점 추적자의 팔목 보호대 마법사의 신발 그림자불꽃 쓸데없이 큰 지팡이
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Akali,충전형 물약 헤르메스의 발걸음 증폭의 고서 리치베인 증폭의 고서 도란의 반지
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Syndra,루덴의 동반자 명석함의 아이오니아 장화 그림자불꽃 0 암흑의 인장 도란의 반지
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,LeeSin,월식 갈라진 하늘 제어 와드 판금 장화 칠흑의 양날 도끼 콜필드의 전투 망치
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Vladimir,명석함의 아이오니아 장화 우주의 추진력 폭풍 쇄도 라바돈의 죽음모자 0 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Vex,메자이의 영혼약탈자 라바돈의 죽음모자 존야의 모래시계 마법사의 신발 마법공학 교류 발전기 루덴의 동반자
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Leblanc,루덴의 동반자 0 존야의 모래시계 모렐로노미콘 그림자불꽃 마법사의 신발
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Syndra,도란의 반지 충전형 물약 루덴의 동반자 마법사의 신발 그림자불꽃 쓸데없이 큰 지팡이
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Jhin,징수의 총 신속의 장화 무한의 대검 고속 연사포 도미닉 경의 인사 흡혈의 낫
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Poppy,망자의 갑옷 갈라진 하늘 가시 갑옷 판금 장화 얼어붙은 건틀릿 루비 수정
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Viego,갈라진 하늘 삼위일체 헤르메스의 발걸음 천 갑옷 롱소드 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Blitzcrank,천상의 이의 망자의 갑옷 대자연의 힘 음전자 망토 헤르메스의 발걸음 루비 수정
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Akali,밴시의 장막 리안드리의 고통 존야의 모래시계 그림자불꽃 마법사의 신발 균열 생성기
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Leblanc,루덴의 동반자 장화 충전형 물약 0 0 도란의 반지
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Leblanc,라바돈의 죽음모자 루덴의 동반자 그림자불꽃 0 마법사의 신발 암흑의 인장
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Syndra,마법공학 교류 발전기 루덴의 동반자 밴시의 장막 쓸데없이 큰 지팡이 마법사의 신발 도란의 반지
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Akali,존야의 모래시계 마법사의 신발 0 암흑의 인장 리치베인 그림자불꽃
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Jayce,오만<br> 여신의 눈물 징수의 총 명석함의 아이오니아 장화 콜필드의 전투 망치 롱소드
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Gragas,루덴의 동반자 폭풍 쇄도 마법사의 신발 리치베인 마법공학 교류 발전기 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Brand,악의 쓸데없이 큰 지팡이 마법사의 신발 리안드리의 고통 라일라이의 수정홀 쓸데없이 큰 지팡이
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Akali,마법공학 로켓 벨트 마법사의 신발 존야의 모래시계 리치베인 그림자불꽃 쓸데없이 큰 지팡이
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,LeeSin,월식 헤르메스의 발걸음 징수의 총 갈라진 하늘 죽음의 무도 칠흑의 양날 도끼
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Pyke,징수의 총 명석함의 아이오니아 장화 요우무의 유령검 원칙의 원형낫 톱날 단검 땅굴 채굴기
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Taliyah,루덴의 동반자 마법사의 신발 그림자불꽃 대천사의 포옹 라바돈의 죽음모자 운명의 재
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Alistar,가시 갑옷 판금 장화 천상의 이의 0 워모그의 갑옷 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Akali,리치베인 마법사의 신발 존야의 모래시계 그림자불꽃 라바돈의 죽음모자 공허의 지팡이
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Akali,도란의 반지 체력 물약 0 0 0 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Leblanc,마법사의 신발 루덴의 동반자 암흑의 인장 에테르 환영 마법공학 교류 발전기 도란의 반지
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Ekko,마법공학 로켓 벨트 증폭의 고서 0 약간 신비한 신발 0 새끼 화염발톱
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Lillia,0 체력 물약 어둠불꽃 횃불 0 0 약간 신비한 신발
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Viego,충전형 물약 삼위일체 주문포식자 헤르메스의 발걸음 콜필드의 전투 망치 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,LeeSin,갈라진 하늘 월식 콜필드의 전투 망치 판금 장화 죽음의 무도 맬모셔스의 아귀
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,LeeSin,0 월식 0 콜필드의 전투 망치 땅굴 채굴기 헤르메스의 발걸음
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Qiyana,도란의 방패 충전형 물약 불경한 히드라 명석함의 아이오니아 장화 0 꽁지깃
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Nilah,판금 장화 징수의 총 B.F. 대검 0 0 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Gragas,망각의 구 여신의 눈물 영겁의 지팡이 명석함의 아이오니아 장화 0 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Akali,굶주린 히드라 0 마법사의 신발 0 0 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Camille,굶주린 히드라 충전형 물약 삼위일체 판금 장화 죽음의 무도 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Jayce,무라마나 톱날 단검 롱소드 판금 장화 도란의 검 월식
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Alistar,충전형 물약 워모그의 갑옷 천상의 이의 판금 장화 0 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Jhin,고속 연사포 스태틱의 단검 신속의 장화 무한의 대검 징수의 총 B.F. 대검
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Akali,충전형 물약 리치베인 존야의 모래시계 그림자불꽃 제어 와드 마법사의 신발
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Ezreal,필멸자의 운명 삼위일체 쇼진의 창 명석함의 아이오니아 장화 무라마나 B.F. 대검
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Lillia,리안드리의 고통 마법사의 신발 균열 생성기 라일라이의 수정홀 점화석 악마의 마법서
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Jinx,크라켄 학살자 유령 무희 신속의 장화 무한의 대검 흡혈의 낫 도란의 검
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Thresh,룬 나침반 충전형 물약 판금 장화 0 0 원기 회복의 구슬
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Smolder,쇼진의 창 정수 약탈자 열정의 검 명석함의 아이오니아 장화 단검 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Skarner,태양불꽃 방패 여신의 눈물 판금 장화 덤불 조끼 거인의 허리띠 점화석
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Sion,충전형 물약 공허한 광휘 신속의 장화 가시 갑옷 0 끝없는 절망
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,DrMundo,끝없는 절망 워모그의 갑옷 망령의 두건 정령의 형상 강철심장 신속의 장화
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,DrMundo,워모그의 갑옷 신속의 장화 바미의 불씨 0 0 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Akali,충전형 물약 도란의 반지 0 리치베인 0 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Nautilus,천상의 이의 판금 장화 워모그의 갑옷 거인의 허리띠 0 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Akali,리치베인 마법사의 신발 존야의 모래시계 그림자불꽃 밴시의 장막 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Syndra,마법사의 신발 루덴의 동반자 존야의 모래시계 그림자불꽃 밴시의 장막 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Leblanc,그림자불꽃 헤르메스의 발걸음 루덴의 동반자 0 0 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Akali,도란의 반지 리치베인 추적자의 팔목 보호대 마법사의 신발 그림자불꽃 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Ekko,마법공학 로켓 벨트 리치베인 추적자의 팔목 보호대 0 마법사의 신발 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Akali,밴시의 장막 리치베인 존야의 모래시계 헤르메스의 발걸음 그림자불꽃 라바돈의 죽음모자
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Akali,충전형 물약 그림자불꽃 추적자의 팔목 보호대 마법사의 신발 리치베인 폭풍 쇄도
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Ekko,마법공학 로켓 벨트 그림자불꽃 증폭의 고서 리치베인 마법사의 신발 증폭의 고서
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Yone,광전사의 군화 몰락한 왕의 검 충전형 물약 필멸자의 운명 곡괭이 도란의 방패
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Leblanc,마법사의 신발 루덴의 동반자 부서진 팔목 보호대 그림자불꽃 모렐로노미콘 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Vex,충전형 물약 도란의 반지 마법공학 교류 발전기 루덴의 동반자 마법사의 신발 쓸데없이 큰 지팡이
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Akali,리치베인 라바돈의 죽음모자 마법사의 신발 그림자불꽃 암흑의 인장 쓸데없이 큰 지팡이
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Syndra,도란의 반지 루덴의 동반자 충전형 물약 증폭의 고서 마법사의 신발 굳건한 의지의 완전한 비스킷
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Ekko,마법공학 로켓 벨트 공허의 지팡이 존야의 모래시계 그림자불꽃 라바돈의 죽음모자 리치베인
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Zed,불경한 히드라 징수의 총 원칙의 원형낫 세릴다의 원한 월식 벼락폭풍검
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Zed,징수의 총 원칙의 원형낫 불경한 히드라 장화 마법무효화의 망토 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Syndra,충전형 물약 마법사의 신발 루덴의 동반자 증폭의 고서 암흑의 인장 도란의 반지
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Vex,도란의 반지 루덴의 동반자 장화 0 0 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Syndra,충전형 물약 그림자불꽃 증폭의 고서 0 마법사의 신발 루덴의 동반자
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Taliyah,대천사의 포옹 충전형 물약 부서진 팔목 보호대 리안드리의 고통 마법사의 신발 어둠불꽃 횃불
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Syndra,쓸데없이 큰 지팡이 충전형 물약 루덴의 동반자 마법공학 교류 발전기 암흑의 인장 마법사의 신발
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Akali,충전형 물약 리치베인 제어 와드 헤르메스의 발걸음 암흑의 인장 그림자불꽃
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Vex,그림자불꽃 마법사의 신발 존야의 모래시계 루덴의 동반자 공허의 지팡이 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Akali,불경한 히드라 롱소드 롱소드 롱소드 마법사의 신발 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Syndra,충전형 물약 루덴의 동반자 마법사의 신발 쓸데없이 큰 지팡이 증폭의 고서 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Akali,리치베인 메자이의 영혼약탈자 증폭의 고서 라바돈의 죽음모자 마법사의 신발 증폭의 고서
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Vex,마법사의 신발 루덴의 동반자 부서진 팔목 보호대 그림자불꽃 망각의 구 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Nautilus,천상의 이의 워모그의 갑옷 헤르메스의 발걸음 가시 갑옷 천 갑옷 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Skarner,태양불꽃 방패 종말의 겨울 쇠사슬 조끼 얼어붙은 심장 판금 장화 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Malphite,광휘의 검 얼어붙은 심장 쇠사슬 조끼 판금 장화 태양불꽃 방패 도란의 반지
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Akali,그림자불꽃 리치베인 존야의 모래시계 마법사의 신발 쓸데없이 큰 지팡이 모렐로노미콘
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Xerath,자자크의 세계가시 체력 물약 제어 와드 마법사의 신발 지평선의 초점 루덴의 동반자
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Hwei,리안드리의 고통 대천사의 포옹 무덤꽃 어둠불꽃 횃불 마법사의 신발 증폭의 고서
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Akali,공허의 지팡이 리치베인 존야의 모래시계 그림자불꽃 마법사의 신발 암흑의 인장
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Jayce,월식 판금 장화 요우무의 유령검 무라마나 0 도란의 검
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Thresh,천상의 이의 굳건한 의지의 완전한 비스킷 워모그의 갑옷 판금 장화 점화석 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Syndra,그림자불꽃 충전형 물약 부서진 팔목 보호대 루덴의 동반자 마법사의 신발 쓸데없이 큰 지팡이
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Hwei,루덴의 동반자 증폭의 고서 암흑의 인장 마법사의 신발 0 도란의 반지
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Sylas,리치베인 도란의 반지 충전형 물약 마법사의 신발 그림자불꽃 0
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Syndra,루덴의 동반자 암흑의 인장 마법사의 신발 증폭의 고서 0 도란의 반지
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,False,슬기로운 탑 생활,Akali,그림자불꽃 폭풍 쇄도 부서진 팔목 보호대 리치베인 암흑의 인장 마법사의 신발
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Akali,리치베인 충전형 물약 암흑의 인장 마법사의 신발 0 도란의 반지
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Syndra,루덴의 동반자 마법사의 신발 충전형 물약 굳건한 의지의 완전한 비스킷 암흑의 인장 쓸데없이 큰 지팡이
3NnGeD9-albUJZV0uQ1uJLo-tYzY6suvXOKehEyT2ll18ZU,True,슬기로운 탑 생활,Syndra,그림자불꽃 쓸데없이 큰 지팡이 쓸데없이 큰 지팡이 마법사의 신발 루덴의 동반자 증폭의 고서
g5bESMzFmzQ3w1CTyJVzCa8yc2bFll-14cMB4vURKYgJyxE,True,AAO 쌔디,Gragas,우주의 추진력 명석함의 아이오니아 장화 존야의 모래시계 제어 와드 망각의 구 종말의 겨울
g5bESMzFmzQ3w1CTyJVzCa8yc2bFll-14cMB4vURKYgJyxE,False,AAO 쌔디,Gragas,우주의 추진력 명석함의 아이오니아 장화 도란의 반지 천 갑옷 증폭의 고서 종말의 겨울
g5bESMzFmzQ3w1CTyJVzCa8yc2bFll-14cMB4vURKYgJyxE,False,AAO 쌔디,Gwen,균열 생성기 장화 충전형 물약 제어 와드 도란의 반지 0
g5bESMzFmzQ3w1CTyJVzCa8yc2bFll-14cMB4vURKYgJyxE,True,AAO 쌔디,KSante,얼어붙은 건틀릿 판금 장화 쇠사슬 조끼 거인의 허리띠 음전자 망토 정령의 형상
g5bESMzFmzQ3w1CTyJVzCa8yc2bFll-14cMB4vURKYgJyxE,False,AAO 쌔디,Alistar,세계 지도집 0 체력 물약 0 0 0
g5bESMzFmzQ3w1CTyJVzCa8yc2bFll-14cMB4vURKYgJyxE,True,AAO 쌔디,Braum,천상의 이의 강철의 솔라리 펜던트 점화석 제어 와드 판금 장화 0
g5bESMzFmzQ3w1CTyJVzCa8yc2bFll-14cMB4vURKYgJyxE,True,AAO 쌔디,Irelia,몰락한 왕의 검 판금 장화 충전형 물약 크라켄 학살자 0 0
g5bESMzFmzQ3w1CTyJVzCa8yc2bFll-14cMB4vURKYgJyxE,False,AAO 쌔디,Gnar,삼위일체 판금 장화 스테락의 도전 제어 와드 마법무효화의 망토 해신 작쇼
g5bESMzFmzQ3w1CTyJVzCa8yc2bFll-14cMB4vURKYgJyxE,True,AAO 쌔디,Alistar,천상의 이의 강철의 솔라리 펜던트 기사의 맹세 제어 와드 판금 장화 음전자 망토
g5bESMzFmzQ3w1CTyJVzCa8yc2bFll-14cMB4vURKYgJyxE,False,AAO 쌔디,Udyr,종말의 겨울 헤르메스의 발걸음 란두인의 예언 제어 와드 도란의 반지 정령의 형상
g5bESMzFmzQ3w1CTyJVzCa8yc2bFll-14cMB4vURKYgJyxE,True,AAO 쌔디,Alistar,태양의 썰매 강철의 솔라리 펜던트 쇠사슬 조끼 제어 와드 헤르메스의 발걸음 점화석
g5bESMzFmzQ3w1CTyJVzCa8yc2bFll-14cMB4vURKYgJyxE,True,AAO 쌔디,Braum,천상의 이의 판금 장화 강철의 솔라리 펜던트 제어 와드 기사의 맹세 음전자 망토
g5bESMzFmzQ3w1CTyJVzCa8yc2bFll-14cMB4vURKYgJyxE,False,AAO 쌔디,Udyr,끝없는 절망 헤르메스의 발걸음 종말의 겨울 마법무효화의 망토 도란의 반지 루비 수정
g5bESMzFmzQ3w1CTyJVzCa8yc2bFll-14cMB4vURKYgJyxE,True,AAO 쌔디,Alistar,천상의 이의 강철의 솔라리 펜던트 충전형 물약 제어 와드 신속의 장화 기사의 맹세
g5bESMzFmzQ3w1CTyJVzCa8yc2bFll-14cMB4vURKYgJyxE,False,AAO 쌔디,Braum,천상의 이의 장화 강철의 솔라리 펜던트 제어 와드 0 0
g5bESMzFmzQ3w1CTyJVzCa8yc2bFll-14cMB4vURKYgJyxE,True,AAO 쌔디,KSante,얼어붙은 건틀릿 헤르메스의 발걸음 가시 갑옷 거인의 허리띠 쇠사슬 조끼 음전자 망토
g5bESMzFmzQ3w1CTyJVzCa8yc2bFll-14cMB4vURKYgJyxE,False,AAO 쌔디,Aatrox,갈라진 하늘 헤르메스의 발걸음 수호자의 뿔피리 칠흑의 양날 도끼 쇠사슬 조끼 빛나는 티끌
g5bESMzFmzQ3w1CTyJVzCa8yc2bFll-14cMB4vURKYgJyxE,True,AAO 쌔디,Nidalee,리안드리의 고통 마법사의 신발 그림자불꽃 리치베인 증폭의 고서 0
g5bESMzFmzQ3w1CTyJVzCa8yc2bFll-14cMB4vURKYgJyxE,True,AAO 쌔디,Rumble,리안드리의 고통 마법사의 신발 수호자의 보주 원칙의 원형낫 빛나는 티끌 증폭의 고서
g5bESMzFmzQ3w1CTyJVzCa8yc2bFll-14cMB4vURKYgJyxE,True,AAO 쌔디,Irelia,몰락한 왕의 검 판금 장화 강철 인장 콜필드의 전투 망치 마법사의 최후 도란의 검
g5bESMzFmzQ3w1CTyJVzCa8yc2bFll-14cMB4vURKYgJyxE,True,AAO 쌔디,Udyr,도란의 반지 헤르메스의 발걸음 충전형 물약 여신의 눈물 끝없는 절망 0
g5bESMzFmzQ3w1CTyJVzCa8yc2bFll-14cMB4vURKYgJyxE,False,AAO 쌔디,Gnar,삼위일체 판금 장화 스테락의 도전 제어 와드 도란의 검 0
g5bESMzFmzQ3w1CTyJVzCa8yc2bFll-14cMB4vURKYgJyxE,True,AAO 쌔디,KSante,란두인의 예언 판금 장화 케이닉 루컨 가시 갑옷 얼어붙은 건틀릿 망령의 두건
g5bESMzFmzQ3w1CTyJVzCa8yc2bFll-14cMB4vURKYgJyxE,False,AAO 쌔디,Udyr,끝없는 절망 헤르메스의 발걸음 종말의 겨울 0 도란의 반지 마법무효화의 망토
g5bESMzFmzQ3w1CTyJVzCa8yc2bFll-14cMB4vURKYgJyxE,True,AAO 쌔디,Udyr,끝없는 절망 신속의 장화 종말의 겨울 음전자 망토 정령의 형상 도란의 반지
